OfficialNameSuburb,OfficialNameState,Latitude,Longitude,Month,TemperatureMean,TemperatureMax,TemperatureMin,RainSum,RelativeHumidityMean,RelativeHumidityMax,RelativeHumidityMin
ACT Remainder - Coree,Australian Capital Territory,-35.28632059,148.9083715979342,7,6.2069974225806455,11.328435861290322,2.678435470967742,20.8000002,86.53851225806451,97.85104851612904,63.79212429032258
ACT Remainder - Coree,Australian Capital Territory,-35.28632059,148.9083715979342,8,7.879914177419354,13.418758225806453,3.7994031903225807,29.3,83.95692416129032,97.60111777419354,60.36256609677419
ACT Remainder - Coree,Australian Capital Territory,-35.28632059,148.9083715979342,9,11.570527806666666,18.286499733333336,5.59150008,11.10000008,69.85769183333333,91.34605,42.09230793333334
ACT Remainder - Coree,Australian Capital Territory,-35.28632059,148.9083715979342,10,13.179040387096775,19.649402838709676,7.310693606451613,36.00000025,62.43682267741935,86.93105596774194,36.103261129032255
ACT Remainder - Coree,Australian Capital Territory,-35.28632059,148.9083715979342,11,17.299347266666665,23.3248329,11.853167066666666,114.49999960000001,67.78990733333333,92.86585050000001,40.38170623333333
ACT Remainder - Coree,Australian Capital Territory,-35.28632059,148.9083715979342,12,19.22447029032258,25.24295125806452,13.942952,85.09999774,68.19921796774193,90.60592841935484,42.24833358064516
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,1,17.413994806451612,23.976226161290324,12.221386870967743,86.7000007,73.96566506451613,94.28425412903226,46.18349493548387
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,2,17.10172042857143,23.703357357142856,11.812285571428571,65.6999999,71.49551489285714,92.78622839285715,43.68314260714286
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,3,15.461239290322581,21.327839032258066,10.856870770967742,89.30000009999999,74.40884919354839,92.53480126,49.70773061290323
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,4,11.201819393333333,16.151333433333335,6.893000006666667,98.1000002,79.57629236666666,94.19797976666668,57.491376833333334
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,5,6.2928923645161285,11.813322374193548,1.9391290623225808,26.5000003,79.99353445,95.25090429032258,56.6227721
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,6,5.705569333333333,9.589666593333334,2.761333286666667,40.0000001,84.57729736666667,95.61416609999999,65.50966923333334
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,7,5.344438129032258,10.889128838709677,1.0891289772903225,21.1,80.31691438709677,94.83414035483871,58.41744622580645
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,8,6.883954212903226,12.639128806451613,2.2359031877419357,33.9999997,79.90566606451613,95.31710077419355,56.058740354838704
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,9,10.45702784,17.489666666666665,4.117999996666667,18.60000025,66.47193326666667,88.2410646,37.930777766666665
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,10,11.636777003225806,18.48267764516129,5.750419303225806,51.6999997,63.926794290322576,88.79003335483871,35.584068064516124
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,11,15.292791849999999,22.054666966666666,9.98633315,161.8999948,71.56497896666666,93.34223186666667,41.1951289
ACT Remainder - Cotter River,Australian Capital Territory,-35.46437158,148.83658176918152,12,17.403981516129033,23.819774612903224,12.002032,134.3999996,71.65876761290323,93.62053822580644,43.573162741935484
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,1,19.162104354838707,25.694564161290323,13.66230670967742,78.60000004,71.16490493548386,93.47522970967742,43.33974948387097
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,2,18.858002642857144,25.41864257142857,13.156143357142856,12.4000001,66.86870196,91.68425754,39.39557235714285
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,3,17.466338677419355,23.191338225806454,12.675210022580645,88,70.43400538709678,91.40412545,45.92552274193549
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,4,12.477541733333334,17.799833166666666,8.194833536666668,118.30000000000001,79.95271783333332,95.63663706666667,56.1630394
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,5,7.422320135,12.551016548387096,3.612306455,25.900000000000002,84.34826006451613,97.0559769,62.21326212903226
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,6,7.0735834466666665,11.091500289999999,4.33150004,51.70000109,86.53905106666666,96.55161893333334,67.0374861
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,7,6.2069974225806455,11.328435861290322,2.678435470967742,20.8000002,86.53851225806451,97.85104851612904,63.79212429032258
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,8,7.879914177419354,13.418758225806453,3.7994031903225807,29.3,83.95692416129032,97.60111777419354,60.36256609677419
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,9,11.570527806666666,18.286499733333336,5.59150008,11.10000008,69.85769183333333,91.34605,42.09230793333334
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,10,13.179040387096775,19.649402838709676,7.310693606451613,36.00000025,62.43682267741935,86.93105596774194,36.103261129032255
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,11,17.299347266666665,23.3248329,11.853167066666666,114.49999960000001,67.78990733333333,92.86585050000001,40.38170623333333
ACT Remainder - Gungahlin,Australian Capital Territory,-35.17893339,149.14475602129104,12,19.22447029032258,25.24295125806452,13.942952,85.09999774,68.19921796774193,90.60592841935484,42.24833358064516
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,1,19.162104354838707,25.694564161290323,13.66230670967742,78.60000004,71.16490493548386,93.47522970967742,43.33974948387097
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,2,18.858002642857144,25.41864257142857,13.156143357142856,12.4000001,66.86870196,91.68425754,39.39557235714285
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,3,17.466338677419355,23.191338225806454,12.675210022580645,88,70.43400538709678,91.40412545,45.92552274193549
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,4,12.477541733333334,17.799833166666666,8.194833536666668,118.30000000000001,79.95271783333332,95.63663706666667,56.1630394
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,5,7.422320135,12.551016548387096,3.612306455,25.900000000000002,84.34826006451613,97.0559769,62.21326212903226
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,6,7.0735834466666665,11.091500289999999,4.33150004,51.70000109,86.53905106666666,96.55161893333334,67.0374861
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,7,6.2069974225806455,11.328435861290322,2.678435470967742,20.8000002,86.53851225806451,97.85104851612904,63.79212429032258
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,8,7.879914177419354,13.418758225806453,3.7994031903225807,29.3,83.95692416129032,97.60111777419354,60.36256609677419
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,9,11.570527806666666,18.286499733333336,5.59150008,11.10000008,69.85769183333333,91.34605,42.09230793333334
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,10,13.179040387096775,19.649402838709676,7.310693606451613,36.00000025,62.43682267741935,86.93105596774194,36.103261129032255
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,11,17.299347266666665,23.3248329,11.853167066666666,114.49999960000001,67.78990733333333,92.86585050000001,40.38170623333333
ACT Remainder - Hall,Australian Capital Territory,-35.16751456,149.0558666347882,12,19.22447029032258,25.24295125806452,13.942952,85.09999774,68.19921796774193,90.60592841935484,42.24833358064516
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,1,17.413994806451612,23.976226161290324,12.221386870967743,86.7000007,73.96566506451613,94.28425412903226,46.18349493548387
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,2,17.10172042857143,23.703357357142856,11.812285571428571,65.6999999,71.49551489285714,92.78622839285715,43.68314260714286
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,3,15.461239290322581,21.327839032258066,10.856870770967742,89.30000009999999,74.40884919354839,92.53480126,49.70773061290323
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,4,11.201819393333333,16.151333433333335,6.893000006666667,98.1000002,79.57629236666666,94.19797976666668,57.491376833333334
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,5,6.2928923645161285,11.813322374193548,1.9391290623225808,26.5000003,79.99353445,95.25090429032258,56.6227721
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,6,5.705569333333333,9.589666593333334,2.761333286666667,40.0000001,84.57729736666667,95.61416609999999,65.50966923333334
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,7,5.344438129032258,10.889128838709677,1.0891289772903225,21.1,80.31691438709677,94.83414035483871,58.41744622580645
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,8,6.883954212903226,12.639128806451613,2.2359031877419357,33.9999997,79.90566606451613,95.31710077419355,56.058740354838704
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,9,10.45702784,17.489666666666665,4.117999996666667,18.60000025,66.47193326666667,88.2410646,37.930777766666665
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,10,11.636777003225806,18.48267764516129,5.750419303225806,51.6999997,63.926794290322576,88.79003335483871,35.584068064516124
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,11,15.292791849999999,22.054666966666666,9.98633315,161.8999948,71.56497896666666,93.34223186666667,41.1951289
ACT Remainder - Jerrabomberra,Australian Capital Territory,-35.36591866,149.1587291,12,17.403981516129033,23.819774612903224,12.002032,134.3999996,71.65876761290323,93.62053822580644,43.573162741935484
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,1,17.432043096774194,23.579758258064516,12.626532322580646,66.2000001,76.03917651612903,96.50684216129032,47.13363374193548
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,2,17.518928714285714,23.59035725,12.715357299999999,20.2999996,71.14484975,93.84646114285715,42.63295146428572
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,3,16.318467967741935,21.76685506451613,11.981371248387097,84.19999994,72.96924983870969,92.89146593548386,47.259887935483874
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,4,11.559027969999999,16.510833466666664,7.729166763333334,105.7999969,81.4795299,96.8358305,56.71575193333333
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,5,6.772567280645161,11.337822870967742,3.553951644516129,24.20000015,85.09522603225805,98.09473729032257,62.25850287096774
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,6,6.1779167699999995,9.932500196666666,3.6841666926666665,39.5,87.17637926666666,97.4928178,67.3341951
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,7,5.524045790322581,10.642661483870969,2.0168548612903225,13.5000003,85.88620138709678,97.78017755,61.84946380645162
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,8,7.080967906451613,12.45556470967742,2.9104032651612903,27.900000000000002,83.22203232258065,97.14641396774194,58.34117219354839
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,9,11.183125266666668,17.8325001,5.292500042666666,9.60000004,65.91057093333333,88.267662,36.33697573333333
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,10,12.39803775483871,18.828145387096775,6.815241990322581,31.7,61.64305961290322,86.26457638709678,34.47282387096774
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,11,15.919028033333335,22.1741669,11.0658336,122.299999,70.5382072,94.07279503333334,40.17920616666667
ACT Remainder - Kowen,Australian Capital Territory,-35.3107707,149.31351842806916,12,17.833723419354836,23.95556483870968,12.787822677419355,76.29999919,70.44108083870968,92.52186045161291,43.15768248387097
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,1,17.432043096774194,23.579758258064516,12.626532322580646,66.2000001,76.03917651612903,96.50684216129032,47.13363374193548
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,2,17.518928714285714,23.59035725,12.715357299999999,20.2999996,71.14484975,93.84646114285715,42.63295146428572
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,3,16.318467967741935,21.76685506451613,11.981371248387097,84.19999994,72.96924983870969,92.89146593548386,47.259887935483874
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,4,11.559027969999999,16.510833466666664,7.729166763333334,105.7999969,81.4795299,96.8358305,56.71575193333333
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,5,6.772567280645161,11.337822870967742,3.553951644516129,24.20000015,85.09522603225805,98.09473729032257,62.25850287096774
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,6,6.1779167699999995,9.932500196666666,3.6841666926666665,39.5,87.17637926666666,97.4928178,67.3341951
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,7,5.524045790322581,10.642661483870969,2.0168548612903225,13.5000003,85.88620138709678,97.78017755,61.84946380645162
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,8,7.080967906451613,12.45556470967742,2.9104032651612903,27.900000000000002,83.22203232258065,97.14641396774194,58.34117219354839
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,9,11.183125266666668,17.8325001,5.292500042666666,9.60000004,65.91057093333333,88.267662,36.33697573333333
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,10,12.39803775483871,18.828145387096775,6.815241990322581,31.7,61.64305961290322,86.26457638709678,34.47282387096774
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,11,15.919028033333335,22.1741669,11.0658336,122.299999,70.5382072,94.07279503333334,40.17920616666667
ACT Remainder - Majura,Australian Capital Territory,-35.26932621,149.2123444555024,12,17.833723419354836,23.95556483870968,12.787822677419355,76.29999919,70.44108083870968,92.52186045161291,43.15768248387097
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,1,19.162104354838707,25.694564161290323,13.66230670967742,78.60000004,71.16490493548386,93.47522970967742,43.33974948387097
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,2,18.858002642857144,25.41864257142857,13.156143357142856,12.4000001,66.86870196,91.68425754,39.39557235714285
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,3,17.466338677419355,23.191338225806454,12.675210022580645,88,70.43400538709678,91.40412545,45.92552274193549
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,4,12.477541733333334,17.799833166666666,8.194833536666668,118.30000000000001,79.95271783333332,95.63663706666667,56.1630394
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,5,7.422320135,12.551016548387096,3.612306455,25.900000000000002,84.34826006451613,97.0559769,62.21326212903226
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,6,7.0735834466666665,11.091500289999999,4.33150004,51.70000109,86.53905106666666,96.55161893333334,67.0374861
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,7,6.2069974225806455,11.328435861290322,2.678435470967742,20.8000002,86.53851225806451,97.85104851612904,63.79212429032258
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,8,7.879914177419354,13.418758225806453,3.7994031903225807,29.3,83.95692416129032,97.60111777419354,60.36256609677419
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,9,11.570527806666666,18.286499733333336,5.59150008,11.10000008,69.85769183333333,91.34605,42.09230793333334
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,10,13.179040387096775,19.649402838709676,7.310693606451613,36.00000025,62.43682267741935,86.93105596774194,36.103261129032255
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,11,17.299347266666665,23.3248329,11.853167066666666,114.49999960000001,67.78990733333333,92.86585050000001,40.38170623333333
ACT Remainder - Molonglo Valley,Australian Capital Territory,-35.29217335,149.05984283325742,12,19.22447029032258,25.24295125806452,13.942952,85.09999774,68.19921796774193,90.60592841935484,42.24833358064516
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,1,17.413994806451612,23.976226161290324,12.221386870967743,86.7000007,73.96566506451613,94.28425412903226,46.18349493548387
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,2,17.10172042857143,23.703357357142856,11.812285571428571,65.6999999,71.49551489285714,92.78622839285715,43.68314260714286
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,3,15.461239290322581,21.327839032258066,10.856870770967742,89.30000009999999,74.40884919354839,92.53480126,49.70773061290323
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,4,11.201819393333333,16.151333433333335,6.893000006666667,98.1000002,79.57629236666666,94.19797976666668,57.491376833333334
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,5,6.2928923645161285,11.813322374193548,1.9391290623225808,26.5000003,79.99353445,95.25090429032258,56.6227721
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,6,5.705569333333333,9.589666593333334,2.761333286666667,40.0000001,84.57729736666667,95.61416609999999,65.50966923333334
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,7,5.344438129032258,10.889128838709677,1.0891289772903225,21.1,80.31691438709677,94.83414035483871,58.41744622580645
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,8,6.883954212903226,12.639128806451613,2.2359031877419357,33.9999997,79.90566606451613,95.31710077419355,56.058740354838704
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,9,10.45702784,17.489666666666665,4.117999996666667,18.60000025,66.47193326666667,88.2410646,37.930777766666665
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,10,11.636777003225806,18.48267764516129,5.750419303225806,51.6999997,63.926794290322576,88.79003335483871,35.584068064516124
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,11,15.292791849999999,22.054666966666666,9.98633315,161.8999948,71.56497896666666,93.34223186666667,41.1951289
ACT Remainder - Paddys River,Australian Capital Territory,-35.44471843,148.9667571582711,12,17.403981516129033,23.819774612903224,12.002032,134.3999996,71.65876761290323,93.62053822580644,43.573162741935484
ACT Remainder - Rendezvous Creek,Australian Capital Territory,-35.7082875,148.9629012455191,1,15.779384032258065,21.939128483870967,10.7649355,100.3000003,74.33654541935485,94.71916948387097,46.3354439
ACT Remainder - Rendezvous Creek,Australian Capital Territory,-35.7082875,148.9629012455191,2,15.61927942857143,22.185499535714285,10.58550019642857,69.7999994,71.46335610714286,92.37237689285713,42.164183785714286
ACT Remainder - Rendezvous Creek,Australian Capital Territory,-35.7082875,148.9629012455191,3,14.240943451612903,20.14558006451613,9.887516322580646,77.80000038,72.52007396774194,91.15800451612904,46.69409632258065
